Date,Time,Wind Spd (mph),Wind Direction (deg),Sea Lev Press (hPa),Precip (in)
8/10/2020,16:56,14,310,1015.4,m
8/10/2020,17:56,10,320,1015.3,m
8/10/2020,18:56,10,310,1015.4,m
8/10/2020,19:56,9,310,1015.2,m
8/10/2020,20:56,10,320,1015.1,m
8/10/2020,21:56,7,340,1015.3,m
8/10/2020,22:56,0,0,1015.4,m
8/10/2020,23:56,3,140,1015.4,m
8/11/2020,0:56,5,100,1015.6,m
8/11/2020,1:56,3,80,1015.7,m
8/11/2020,2:56,0,0,1015.8,m
8/11/2020,3:56,5,80,1015.8,m
8/11/2020,4:56,6,100,1015.9,m
8/11/2020,5:56,6,90,1015.9,m
8/11/2020,6:56,6,110,1015.9,m
8/11/2020,7:56,3,100,1016.1,m
8/11/2020,8:56,5,70,1016.2,m
8/11/2020,9:56,0,0,1016.2,m
8/11/2020,10:56,6,220,1016.4,m
8/11/2020,11:56,7,270,1016.5,m
8/11/2020,12:56,7,280,1016.3,m
8/11/2020,13:56,8,290,1016.2,m
8/11/2020,14:56,8,270,1016.1,m
8/11/2020,15:56,9,290,1015.9,m
8/11/2020,16:56,10,290,1016.1,m
8/11/2020,17:56,11,300,1015.9,m
8/11/2020,18:56,9,300,1015.9,m
8/11/2020,19:56,8,310,1015.8,m
8/11/2020,20:56,8,300,1015.7,m
8/11/2020,21:56,9,280,1015.9,m
8/11/2020,22:56,0,0,1016.4,m
8/11/2020,23:56,5,100,1016.5,m
8/12/2020,0:56,5,80,1016.6,m
8/12/2020,1:56,6,90,1016.6,m
8/12/2020,2:56,5,90,1016.8,m
8/12/2020,3:56,6,100,1016.8,m
8/12/2020,4:56,7,110,1017,m
8/12/2020,5:56,7,100,1017,m
8/12/2020,6:56,7,120,1017.1,m
8/12/2020,7:56,6,110,1017.3,m
8/12/2020,8:56,7,120,1017.4,m
8/12/2020,9:56,5,130,1017.5,m
8/12/2020,10:56,5,220,1017.7,m
8/12/2020,11:56,7,270,1017.9,m
8/12/2020,12:56,8,280,1017.8,m
8/12/2020,13:56,9,290,1017.8,m
8/12/2020,14:56,9,300,1017.7,m
8/12/2020,15:56,11,310,1017.8,m
8/12/2020,16:56,9,310,1017.6,m
8/12/2020,17:56,10,310,1017.4,m
8/12/2020,18:56,9,300,1017.4,m
8/12/2020,19:56,9,300,1017.5,m
8/12/2020,20:56,6,290,1017.7,m
8/12/2020,21:56,6,300,1018.1,m
8/12/2020,22:56,0,0,1018.4,m
8/12/2020,23:56,5,100,1018.7,m
8/13/2020,0:56,5,90,1018.9,m
8/13/2020,1:56,3,100,1019,m
8/13/2020,2:56,5,90,1019.1,m
8/13/2020,3:56,5,100,1019,m
8/13/2020,4:56,5,120,1019,m
8/13/2020,5:56,6,140,1019,m
8/13/2020,6:56,6,110,1019.1,m
8/13/2020,7:56,5,100,1019.4,m
8/13/2020,8:56,6,100,1019.6,m
8/13/2020,9:56,6,130,1019.6,m
8/13/2020,10:56,3,230,1019.8,m
8/13/2020,11:56,6,260,1020,m
8/13/2020,12:56,7,280,1020,m
8/13/2020,13:56,10,290,1020,m
8/13/2020,14:56,10,300,1019.8,m
8/13/2020,15:56,9,300,1019.7,m
8/13/2020,16:56,10,280,1019.6,m
8/13/2020,17:56,9,270,1019.5,m
8/13/2020,18:56,8,280,1019.4,m
8/13/2020,19:56,8,280,1019.4,m
8/13/2020,20:56,7,260,1019.4,m
8/13/2020,21:56,6,280,1019.7,m
8/13/2020,22:56,7,290,1020.2,m
8/13/2020,23:56,7,260,1020.3,m
8/14/2020,0:56,6,260,1020.3,m
8/14/2020,1:56,3,270,1020.7,m
8/14/2020,2:56,6,260,1020.7,m
8/14/2020,3:56,5,250,1020.8,m
8/14/2020,4:56,5,90,1020.8,m
8/14/2020,5:56,3,100,1021.1,m
8/14/2020,6:56,6,100,1021.2,m
8/14/2020,7:56,5,120,1021.3,m
8/14/2020,8:56,3,130,1021.5,m
8/14/2020,9:56,5,200,1021.5,m
8/14/2020,10:56,5,210,1021.8,m
8/14/2020,11:56,7,210,1021.9,m
8/14/2020,12:56,3,220,1021.8,m
8/14/2020,13:56,10,260,1021.6,m
8/14/2020,14:56,10,240,1021.5,m
8/14/2020,15:56,14,270,1021.4,m
8/14/2020,16:56,14,270,1021.5,m
8/14/2020,17:56,13,260,1021.4,m
8/14/2020,18:56,11,280,1021.3,m
8/14/2020,19:56,11,270,1021.2,m
8/14/2020,20:56,11,280,1021,m
8/14/2020,21:56,7,280,1021,m
8/14/2020,22:56,6,270,1021.1,m
8/14/2020,23:56,7,250,1021.3,m
8/15/2020,0:56,7,270,1021.2,m
8/15/2020,1:56,7,270,1021.3,m
8/15/2020,2:56,5,280,1021.2,m
8/15/2020,3:56,0,0,1021.1,m
8/15/2020,4:56,3,110,1021.2,m
8/15/2020,5:56,5,100,1021.1,m
8/15/2020,6:56,5,120,1021.2,m
8/15/2020,7:56,5,120,1021.3,m
8/15/2020,8:56,5,110,1021.4,m
8/15/2020,9:56,5,100,1021.4,m
8/15/2020,10:56,0,0,1021.2,m
8/15/2020,11:56,5,250,1021.2,m
8/15/2020,12:56,6,280,1020.9,m
8/15/2020,13:56,13,250,1020.4,m
8/15/2020,14:56,15,240,1020.1,m
8/15/2020,15:56,14,270,1020.1,m
8/15/2020,16:56,20,270,1019.7,m
8/15/2020,17:56,17,270,1019.6,m
8/15/2020,18:56,13,260,1019.8,m
8/15/2020,19:56,10,260,1019.6,m
8/15/2020,20:56,8,250,1019.4,m
8/15/2020,21:56,5,270,1019.4,m
8/15/2020,22:56,8,280,1019.4,m
8/15/2020,23:56,7,270,1019.4,m
8/16/2020,0:56,9,260,1019.4,m
8/16/2020,1:56,7,260,1019.2,m
8/16/2020,2:56,5,250,1018.6,m
8/16/2020,3:56,3,240,1018.3,m
8/16/2020,4:56,0,0,1017.7,m
8/16/2020,5:56,0,0,1017.6,m
8/16/2020,6:56,5,60,1017.6,m
8/16/2020,7:56,6,40,1017.3,m
8/16/2020,8:56,7,60,1016.8,m
8/16/2020,9:56,0,0,1016.6,m
8/16/2020,10:56,6,40,1016.3,m
8/16/2020,11:56,3,70,1015.7,m
8/16/2020,12:56,9,310,1015,m
8/16/2020,13:56,11,310,1014.4,m
8/16/2020,14:56,11,300,1013.8,m
8/16/2020,15:56,13,300,1013.3,m
8/16/2020,16:56,11,310,1012.3,m
8/16/2020,17:56,13,320,1011.8,m
8/16/2020,18:56,11,320,1011.2,m
8/16/2020,19:56,9,320,1010.8,m
8/16/2020,20:56,6,80,1010.6,m
8/16/2020,21:56,8,80,1010.3,m
8/16/2020,22:56,8,80,1010.4,m
8/16/2020,23:56,9,70,1010.2,m
8/17/2020,0:56,9,60,1010.1,m
8/17/2020,1:56,10,70,1009.7,m
8/17/2020,2:56,13,60,1009.3,m
8/17/2020,3:56,11,70,1008.9,m
8/17/2020,4:56,14,50,1008.7,m
8/17/2020,5:56,13,60,1008.5,m
8/17/2020,6:56,10,60,1008.4,m
8/17/2020,7:56,14,70,1008.3,m
8/17/2020,8:56,13,70,1008.2,m
8/17/2020,9:56,13,80,1008.3,m
8/17/2020,10:56,11,90,1008,m
8/17/2020,11:56,14,90,1007.5,m
8/17/2020,12:56,18,80,1007,m
8/17/2020,13:56,16,100,1006.4,m
8/17/2020,14:56,15,100,1006.2,m
8/17/2020,15:56,13,100,1005.8,m
8/17/2020,16:56,9,80,1005.5,m
8/17/2020,17:56,11,80,1005.3,m
8/17/2020,18:56,9,80,1005.3,m
8/17/2020,19:56,6,80,1005.2,m
8/17/2020,20:56,3,80,1005.5,m
8/17/2020,21:56,6,80,1005.8,m
8/17/2020,22:56,9,50,1005.9,m
8/17/2020,23:56,8,60,1006.3,m
8/18/2020,0:56,9,60,1006.5,m
8/18/2020,1:56,9,70,1006.7,m
8/18/2020,2:56,9,90,1006.9,m
8/18/2020,3:56,10,90,1007.2,m
8/18/2020,4:56,9,100,1007.4,m
8/18/2020,5:56,9,100,1007.7,m
8/18/2020,6:56,9,110,1008.2,m
8/18/2020,7:56,8,100,1008.6,m
8/18/2020,8:56,6,90,1009.1,m
8/18/2020,9:56,6,90,1009.3,m
8/18/2020,10:56,5,M,1009.6,m
8/18/2020,11:56,3,210,1009.9,m
8/18/2020,12:56,7,220,1010.1,m
8/18/2020,13:56,8,220,1010.3,m
8/18/2020,14:56,7,230,1010.6,m
8/18/2020,15:56,8,250,1010.9,m
8/18/2020,16:56,7,250,1011.1,m
8/18/2020,17:56,7,250,1011.1,m
8/18/2020,18:56,8,240,1011.5,m
8/18/2020,19:56,8,230,1011.5,m
8/18/2020,20:56,8,240,1011.9,m
8/18/2020,21:56,9,260,1012.5,m
8/18/2020,22:56,10,280,1012.9,m
8/18/2020,23:56,10,260,1013.4,m
8/19/2020,0:56,10,250,1013.7,m
8/19/2020,1:56,8,260,1014.3,m
8/19/2020,2:56,6,230,1014.6,m
8/19/2020,3:56,8,230,1014.8,m
8/19/2020,4:56,7,250,1015.2,m
8/19/2020,5:56,11,230,1015.2,m
8/19/2020,6:56,10,260,1015.5,m
8/19/2020,7:56,10,220,1015.8,m
8/19/2020,8:56,13,250,1016,m
8/19/2020,9:56,15,230,1016.3,m
8/19/2020,10:56,14,220,1016.4,m
8/19/2020,11:56,13,230,1016.6,m
8/19/2020,12:56,11,250,1016.8,m
8/19/2020,13:56,13,250,1016.7,m
8/19/2020,14:56,13,240,1017,m
8/19/2020,15:56,11,240,1017,m
8/19/2020,16:56,13,250,1017.1,m
8/19/2020,17:56,13,260,1016.9,m
8/19/2020,18:56,11,260,1016.8,m
8/19/2020,19:56,13,260,1016.7,m
8/19/2020,20:56,14,260,1017,m
8/19/2020,21:56,11,260,1017.1,m
8/19/2020,22:56,13,260,1017.1,m
8/19/2020,23:56,14,250,1016.9,m
8/20/2020,0:56,13,250,1016.8,m
8/20/2020,1:56,15,240,1016.8,m
8/20/2020,2:56,14,230,1016.7,m
8/20/2020,3:56,11,240,1016.4,m
8/20/2020,4:56,10,250,1016.2,m
8/20/2020,5:56,9,280,1016.1,m
8/20/2020,6:56,13,270,1016.2,m
8/20/2020,7:56,9,270,1016.1,m
8/20/2020,8:56,9,250,1015.9,m
8/20/2020,9:56,10,280,1016,m
8/20/2020,10:56,7,250,1016,m
8/20/2020,11:56,7,240,1015.8,m
8/20/2020,12:56,6,250,1015.6,m
8/20/2020,13:56,7,260,1015.4,m
8/20/2020,14:56,8,260,1015.3,m
8/20/2020,15:56,5,250,1015.1,m
8/20/2020,16:56,6,260,1014.8,m
8/20/2020,17:56,8,220,1014.6,m
8/20/2020,18:56,9,220,1014.4,m
8/20/2020,19:56,7,220,1014.3,m
8/20/2020,20:56,7,220,1014.4,m
8/20/2020,21:56,6,210,1014.3,m
8/20/2020,22:56,5,110,1014.1,m
8/20/2020,23:56,5,80,1014.1,m
8/21/2020,0:56,3,80,1014.1,m
8/21/2020,1:56,5,80,1014,m
8/21/2020,2:56,3,80,1013.7,m
8/21/2020,3:56,5,90,1013.3,m
8/21/2020,4:56,3,120,1013.4,m
8/21/2020,5:56,5,80,1013,m
8/21/2020,6:56,5,80,1012.8,m
8/21/2020,7:56,5,80,1012.7,m
8/21/2020,8:56,6,90,1012.5,m
8/21/2020,9:56,5,80,1012.4,m
8/21/2020,10:56,0,0,1012,m
8/21/2020,11:56,5,240,1011.7,m
8/21/2020,12:56,8,250,1011.2,m
8/21/2020,13:56,7,240,1010.8,m
8/21/2020,14:56,7,250,1010.3,m
8/21/2020,15:56,8,260,1009.9,m
8/21/2020,16:56,7,270,1009.1,m
8/21/2020,17:56,9,290,1008.8,m
8/21/2020,18:56,8,290,1008.5,m
8/21/2020,19:56,8,300,1008.4,m
8/21/2020,20:56,8,300,1008.3,m
8/21/2020,21:56,7,310,1007.9,m
8/21/2020,22:56,7,330,1008,m
8/21/2020,23:56,6,310,1007.8,m
8/22/2020,0:56,6,350,1007.5,m
8/22/2020,1:56,3,350,1007.4,m
8/22/2020,2:56,0,0,1007.2,m
8/22/2020,3:56,0,0,1007.2,m
8/22/2020,4:56,3,120,1007.1,m
8/22/2020,5:56,5,120,1007.2,m
8/22/2020,6:56,3,70,1007.2,m
8/22/2020,7:56,5,70,1007.1,m
8/22/2020,8:56,5,70,1007.3,m
8/22/2020,9:56,5,110,1007.2,m
8/22/2020,10:56,7,180,1007.3,m
8/22/2020,11:56,0,0,1007.2,m
8/22/2020,12:56,8,230,1007.2,m
8/22/2020,13:56,7,250,1007.3,m
8/22/2020,14:56,6,270,1007.4,m
8/22/2020,15:56,6,320,1007,m
8/22/2020,16:56,3,310,1006.8,m
8/22/2020,17:56,0,0,1006.5,m
8/22/2020,18:56,3,340,1006.5,m
8/22/2020,19:56,0,0,1006.4,m
8/22/2020,20:56,5,80,1006.5,m
8/22/2020,21:56,3,220,1006.7,m
8/22/2020,22:56,5,80,1006.6,m
8/22/2020,23:56,6,80,1006.7,m
8/23/2020,0:56,6,110,1006.7,m
8/23/2020,1:56,7,80,1006.6,m
8/23/2020,2:56,7,120,1006.7,m
8/23/2020,3:56,6,120,1006.6,m
8/23/2020,4:56,11,220,1006.8,m
8/23/2020,5:56,11,240,1006.8,m
8/23/2020,6:56,16,230,1007.3,m
8/23/2020,7:56,14,220,1007.6,m
8/23/2020,8:56,15,220,1008.1,m
8/23/2020,9:56,15,200,1008.3,m
8/23/2020,10:56,16,210,1008.7,m
8/23/2020,11:56,14,200,1009,m
8/23/2020,12:56,13,220,1009.2,m
8/23/2020,13:56,10,200,1009.4,m
8/23/2020,14:56,10,220,1009.5,m
8/23/2020,15:56,5,170,1009.8,m
8/23/2020,16:56,6,190,1009.6,m
8/23/2020,17:56,3,230,1010,m
8/23/2020,18:56,0,0,1010,m
8/23/2020,19:56,8,260,1010.2,m
8/23/2020,20:56,6,190,1010.2,m
8/23/2020,21:56,5,110,1010.4,m
8/23/2020,22:56,6,110,1010.7,m
8/23/2020,23:56,7,190,1010.9,m
8/24/2020,0:56,10,190,1011,m
8/24/2020,1:56,0,0,1011,m
8/24/2020,2:56,6,100,1011.1,m
8/24/2020,3:56,6,90,1011.3,m
8/24/2020,4:56,7,90,1011.3,m
8/24/2020,5:56,7,90,1011.1,m
8/24/2020,6:56,7,90,1011,m
8/24/2020,7:56,8,80,1011,m
8/24/2020,8:56,7,80,1011.1,m
8/24/2020,9:56,7,100,1011,m
8/24/2020,10:56,5,140,1011.2,m
8/24/2020,11:56,7,210,1011.1,m
8/24/2020,12:56,3,250,1010.9,m
8/24/2020,13:56,5,250,1010.7,m
8/24/2020,14:56,3,270,1010.5,m
8/24/2020,15:56,3,280,1010.4,m
8/24/2020,16:56,0,0,1010.3,m
8/24/2020,17:56,3,120,1010.2,m
8/24/2020,18:56,0,0,1010.1,m
8/24/2020,19:56,0,0,1010,m
8/24/2020,20:56,0,0,1009.9,m
8/24/2020,21:56,0,0,1010,m
8/24/2020,22:56,0,0,1010,m
8/24/2020,23:56,5,120,1010.1,m
8/25/2020,0:56,6,110,1010,m
8/25/2020,1:56,5,70,1009.8,m
8/25/2020,2:56,6,90,1009.6,m
8/25/2020,3:56,6,80,1009.6,m
8/25/2020,4:56,6,100,1009.6,m
8/25/2020,5:56,5,100,1009.4,m
8/25/2020,6:56,5,80,1009.6,m
8/25/2020,7:56,6,80,1009.4,m
8/25/2020,8:56,8,100,1009.6,m
8/25/2020,9:56,5,70,1009.6,m
8/25/2020,10:56,6,150,1009.4,m
8/25/2020,11:56,5,180,1009.3,m
8/25/2020,12:56,7,210,1009.1,m
8/25/2020,13:56,7,250,1008.9,m
8/25/2020,14:56,0,0,1009,m
8/25/2020,15:56,5,100,1008.8,m
8/25/2020,16:56,5,130,1008.6,m
8/25/2020,17:56,3,30,1008.2,m
8/25/2020,18:56,5,300,1008.2,m
8/25/2020,19:56,3,310,1008.1,m
8/25/2020,20:56,5,330,1008.1,m
8/25/2020,21:56,0,0,1008.4,m
8/25/2020,22:56,3,100,1008.3,m
8/25/2020,23:56,7,100,1008.5,m
8/26/2020,0:56,8,80,1008.4,m
8/26/2020,1:56,7,80,1008.4,m
8/26/2020,2:56,9,90,1008.4,m
8/26/2020,3:56,9,80,1008.4,m
8/26/2020,4:56,8,100,1008.5,m
8/26/2020,5:56,9,90,1008.6,m
8/26/2020,6:56,8,110,1008.6,m
8/26/2020,7:56,11,90,1008.6,m
8/26/2020,8:56,8,90,1008.6,m
8/26/2020,9:56,14,70,1008.7,m
8/26/2020,10:56,10,70,1008.7,m
8/26/2020,11:56,8,80,1008.6,m
8/26/2020,12:56,5,90,1008.5,m
8/26/2020,13:56,10,300,1008.2,m
8/26/2020,14:56,14,330,1008.1,m
8/26/2020,15:56,10,10,1007.7,m
8/26/2020,16:56,10,360,1007.7,m
8/26/2020,17:56,7,360,1007.6,m
8/26/2020,18:56,6,330,1007.6,m
8/26/2020,19:56,7,20,1007.8,m
8/26/2020,20:56,0,0,1007.7,m
8/26/2020,21:56,5,340,1008,m
8/26/2020,22:56,3,300,1008.1,m
8/26/2020,23:56,0,0,1008.4,m
8/27/2020,0:56,7,270,1008,m
8/27/2020,1:56,6,100,1008,m
8/27/2020,2:56,6,80,1007.9,m
8/27/2020,3:56,6,80,1007.8,m
8/27/2020,4:56,3,30,1007.9,m
8/27/2020,5:56,0,0,1007.7,m
8/27/2020,6:56,3,120,1007.8,m
8/27/2020,7:56,3,130,1007.9,m
8/27/2020,8:56,6,320,1008.1,m
8/27/2020,9:56,8,320,1007.9,m
8/27/2020,10:56,21,310,1007.6,m
8/27/2020,11:56,20,300,1007.5,m
8/27/2020,12:56,18,320,1007.3,m
8/27/2020,13:56,15,300,1007.1,m
8/27/2020,14:56,13,290,1007.1,m
8/27/2020,15:56,11,280,1007.1,m
8/27/2020,16:56,16,270,1007,m
8/27/2020,17:56,9,280,1007.2,m
8/27/2020,18:56,5,270,1007.1,m
8/27/2020,19:56,5,330,1007.1,m
8/27/2020,20:56,5,140,1007.2,m
8/27/2020,21:56,5,100,1007.7,m
8/27/2020,22:56,7,120,1008.1,m
8/27/2020,23:56,7,80,1008.4,m
8/28/2020,1:56,9,70,1009,m
8/28/2020,2:56,9,80,1009,m
8/28/2020,3:56,9,70,1009.2,m
8/28/2020,4:56,10,70,1009.4,m
8/28/2020,5:56,11,70,1009.6,m
8/28/2020,6:56,13,80,1009.7,m
8/28/2020,7:56,10,80,1009.8,m
8/28/2020,8:56,13,80,1010.1,m
8/28/2020,9:56,13,90,1010.1,m
8/28/2020,10:56,13,60,1010.3,m
8/28/2020,11:56,11,70,1010.5,m
8/28/2020,12:56,13,80,1010.6,m
8/28/2020,13:56,11,90,1010.6,m
8/28/2020,14:56,7,70,1010.4,m
8/28/2020,15:56,8,120,1010.1,m
8/28/2020,16:56,7,100,1009.8,m
8/28/2020,17:56,8,110,1009.6,m
8/28/2020,18:56,5,50,1009.3,m
8/28/2020,19:56,8,330,1009.1,m
8/28/2020,20:56,5,20,1009.1,m
8/28/2020,21:56,5,80,1009,m
8/28/2020,22:56,3,110,1008.9,m
8/28/2020,23:56,6,140,1008.9,m
8/29/2020,0:56,6,110,1008.7,m
8/29/2020,1:56,7,80,1008.3,m
8/29/2020,2:56,10,70,1008,m
8/29/2020,3:56,9,70,1007.6,m
8/29/2020,4:56,9,60,1007.2,m
8/29/2020,5:56,8,80,1006.8,m
8/29/2020,6:56,9,60,1006.4,m
8/29/2020,7:56,6,50,1006,m
8/29/2020,8:56,13,80,1005.6,m
8/29/2020,9:56,15,80,1005.5,m
8/29/2020,10:56,14,80,1005,m
8/29/2020,11:56,15,80,1004.2,m
8/29/2020,12:56,14,100,1003.6,m
8/29/2020,13:56,15,100,1003,m
8/29/2020,14:56,10,110,1002.1,m
8/29/2020,15:56,14,90,1001.4,m
8/29/2020,16:56,11,90,1000.6,m
8/29/2020,17:56,14,90,999.9,m
8/29/2020,18:56,10,90,999.4,m
8/29/2020,19:56,8,90,999.5,m
8/29/2020,20:56,5,160,999.2,m
8/29/2020,21:56,0,0,999,m
8/29/2020,22:56,7,50,998.5,m
8/29/2020,23:56,15,170,999,m
8/30/2020,0:56,5,20,998.8,m
8/30/2020,1:56,7,110,998.4,m
8/30/2020,2:56,0,0,998.1,m
8/30/2020,3:56,10,60,997.4,m
8/30/2020,4:56,11,70,997,m
8/30/2020,5:56,11,60,996.5,m
8/30/2020,6:56,11,70,995.7,m
8/30/2020,7:56,16,90,994.8,m
8/30/2020,8:56,23,80,994.2,m
8/30/2020,9:56,23,80,993.2,m
8/30/2020,10:56,25,90,991.8,m
8/30/2020,11:56,20,80,990.5,m
8/30/2020,12:56,23,110,989.3,m
8/30/2020,13:56,20,90,987.6,m
8/30/2020,14:56,21,70,986,m
8/30/2020,15:56,16,60,984.4,m
8/30/2020,16:56,17,70,983.3,m
8/30/2020,17:56,17,60,982.2,m
8/30/2020,18:56,9,80,981.2,m
8/30/2020,19:56,25,60,980.5,m
8/30/2020,20:56,25,60,980.2,m
8/30/2020,21:56,16,100,980.1,m
8/30/2020,22:56,13,50,980.2,m
8/30/2020,23:56,13,60,980.5,m
8/31/2020,0:56,9,40,980.6,m
8/31/2020,1:56,14,50,980.9,m
8/31/2020,2:56,9,40,981.1,m
8/31/2020,3:56,8,40,981.7,m
8/31/2020,4:56,6,50,982.1,m
8/31/2020,5:56,0,0,982.8,m
8/31/2020,6:56,0,0,983.6,m
8/31/2020,7:56,0,0,984.4,m
8/31/2020,8:56,3,280,985.2,m
8/31/2020,9:56,0,0,986.2,m
8/31/2020,10:56,3,340,987,m
8/31/2020,11:56,6,280,987.9,m
8/31/2020,12:56,8,310,988.7,m
8/31/2020,13:56,11,320,989.2,m
8/31/2020,14:56,15,320,989.7,m
8/31/2020,15:56,18,320,990.1,m
8/31/2020,16:56,14,320,990.8,m
8/31/2020,17:56,14,330,991.8,m
8/31/2020,18:56,11,330,992.6,m
8/31/2020,19:56,9,340,993.3,m
8/31/2020,20:56,6,330,994.1,m
8/31/2020,21:56,9,320,995,m
8/31/2020,22:56,0,0,995.9,m
8/31/2020,23:56,6,310,996.7,m
9/1/2020,0:56,5,350,997.1,m
9/1/2020,1:56,3,70,997.9,m
9/1/2020,2:56,0,0,998.5,m
9/1/2020,3:56,0,0,999,m
9/1/2020,4:56,9,270,999.5,m
9/1/2020,5:56,0,0,999.9,m
9/1/2020,6:56,23,240,1000.7,m
9/1/2020,7:56,20,230,1001.2,m
9/1/2020,8:56,21,220,1002,m
9/1/2020,9:56,20,230,1002.7,m
9/1/2020,10:56,18,220,1003.6,m
9/1/2020,11:56,21,210,1004.1,m
9/1/2020,12:56,17,200,1004.5,m
9/1/2020,13:56,20,210,1004.8,m
9/1/2020,14:56,17,240,1005.1,m
9/1/2020,15:56,21,250,1005.7,m
9/1/2020,16:56,23,260,1006.1,m
9/1/2020,17:56,20,250,1006.5,m
9/1/2020,18:56,17,260,1007,m
9/1/2020,19:56,20,260,1007.4,m
9/1/2020,20:56,22,250,1007.7,m
9/1/2020,21:56,16,240,1008,m
9/1/2020,22:56,20,230,1008.1,m
9/1/2020,23:56,18,250,1008.3,m
9/2/2020,0:56,21,230,1008.2,m
9/2/2020,1:56,16,230,1008.2,m
9/2/2020,2:56,21,240,1008,m
9/2/2020,3:56,20,260,1007.9,m
9/2/2020,4:56,23,260,1008,m
9/2/2020,5:56,18,270,1008.2,m
9/2/2020,6:56,20,250,1008.3,m
9/2/2020,7:56,20,240,1008.3,m
9/2/2020,8:56,18,250,1008.4,m
9/2/2020,9:56,20,220,1008.6,m
9/2/2020,10:56,22,200,1008.8,m
9/2/2020,11:56,23,210,1009.1,m
9/2/2020,12:56,14,210,1009.6,m
9/2/2020,13:56,11,230,1009.6,m
9/2/2020,14:56,11,240,1009.4,m
9/2/2020,15:56,13,250,1009.4,m
9/2/2020,16:56,11,260,1009.2,m
9/2/2020,17:56,11,250,1009.1,m
9/2/2020,18:56,7,250,1009.2,m
9/2/2020,19:56,10,260,1009.1,m
9/2/2020,20:56,8,230,1009.2,m
9/2/2020,21:56,9,250,1009.5,m
9/2/2020,22:56,10,290,1009.6,m
9/2/2020,23:56,5,170,1009.7,m
9/3/2020,0:56,8,320,1009.9,m
9/3/2020,1:56,0,0,1009.9,m
9/3/2020,2:56,14,250,1009.8,m
9/3/2020,3:56,13,240,1010,m
9/3/2020,4:56,14,230,1010.2,m
9/3/2020,5:56,15,200,1010.1,m
9/3/2020,6:56,16,210,1010.4,m
9/3/2020,7:56,17,230,1010.8,m
9/3/2020,8:56,11,250,1011.2,m
9/3/2020,9:56,14,240,1011.5,m
9/3/2020,10:56,13,230,1011.8,m
9/3/2020,11:56,11,250,1012.2,m
9/3/2020,12:56,10,250,1012.6,m
9/3/2020,13:56,13,230,1012.8,m
9/3/2020,14:56,11,260,1013.2,m
9/3/2020,15:56,10,230,1013.5,m
9/3/2020,16:56,10,290,1013.8,m
9/3/2020,17:56,14,250,1014,m
9/3/2020,18:56,9,270,1014.4,m
9/3/2020,19:56,7,260,1014.7,m
9/3/2020,20:56,9,260,1015.3,m
9/3/2020,21:56,5,250,1015.9,m
9/3/2020,22:56,10,250,1016.2,m
9/3/2020,23:56,5,310,1016.7,m
9/4/2020,0:56,9,260,1017.2,m
9/4/2020,1:56,10,250,1017.9,m
9/4/2020,2:56,13,250,1018.2,m
9/4/2020,3:56,15,240,1018.8,m
9/4/2020,4:56,13,260,1019.2,m
9/4/2020,5:56,16,250,1019.6,m
9/4/2020,6:56,15,260,1019.9,m
9/4/2020,7:56,16,270,1020.5,m
9/4/2020,8:56,11,220,1021.3,m
9/4/2020,9:56,15,280,1021.8,m
9/4/2020,10:56,13,260,1022.6,m
9/4/2020,11:56,13,250,1023.2,m
9/4/2020,12:56,15,240,1023.7,m
9/4/2020,13:56,14,240,1024.1,m
9/4/2020,14:56,15,260,1024.6,m
9/4/2020,15:56,16,250,1025,m
9/4/2020,16:56,9,250,1025.3,m
9/4/2020,17:56,10,270,1025.3,m
9/4/2020,18:56,9,280,1025.4,m
9/4/2020,19:56,11,270,1025.6,m
9/4/2020,20:56,8,280,1026.2,m
9/4/2020,21:56,10,270,1026.8,m
9/4/2020,22:56,8,270,1027,m
9/4/2020,23:56,5,330,1027.4,m
9/5/2020,0:56,6,130,1027.9,m
9/5/2020,1:56,0,0,1028,m
9/5/2020,2:56,7,80,1028.1,m
9/5/2020,3:56,6,80,1028.2,m
9/5/2020,4:56,6,100,1028.3,m
9/5/2020,5:56,5,80,1028.4,m
9/5/2020,6:56,7,100,1028.6,m
9/5/2020,7:56,8,80,1029,m
9/5/2020,8:56,6,90,1029.4,m
9/5/2020,9:56,5,120,1029.5,m
9/5/2020,10:56,3,170,1029.5,m
9/5/2020,11:56,6,220,1029.4,m
9/5/2020,12:56,3,M,1029.1,m
9/5/2020,13:56,8,290,1028.7,m
9/5/2020,14:56,8,300,1028.6,m
9/5/2020,15:56,8,290,1028.4,m
9/5/2020,16:56,10,310,1027.8,m
9/5/2020,17:56,10,320,1027.5,m
9/5/2020,18:56,9,330,1026.8,m
9/5/2020,19:56,8,340,1026.5,m
9/5/2020,20:56,6,350,1026.4,m
9/5/2020,21:56,7,110,1026.2,m
9/5/2020,22:56,7,80,1025.9,m
9/5/2020,23:56,7,70,1025.5,m
,,,,,
Sum:,,,,,0
Count:,,0,0,0,0
Average:,,0,0,0,0
Median:,,0,0,0,0
Low Value:,,0,0,0,0
High Value:,,,0,0,0
,,,,,
*Note: All times are reported in local standard time.,,,,,
NC: Wind Chill/Heat Index do not meet the required thresholds to be calculated.,,,,,
,,,,,
Midwestern Regional Climate Center,,,,,
cli-MATE: MRCC Application Tools Environment,,,,,
Generated at: 3/7/2022 1:14:15 PM CST,,,,,
